region,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
oregon,5275,no,extended,high school or below,1/13/11,employed,f,81850,urban,single,132,1,75,0,1,personal auto,personal l3,offer1,call center,429,sports car,medsize
oregon,6265,yes,extended,doctor,1/13/11,unemployed,f,82460,suburban,married,84,18,25,1,4,corporate auto,corporate l1,offer1,agent,481,four-door car,medsize
oregon,8717,yes,basic,college,2/14/11,employed,m,83846,suburban,married,74,22,94,3,2,personal auto,personal l1,offer2,agent,355,four-door car,large
arizona,5570,no,basic,college,1/11/11,disabled,f,22679,suburban,married,72,25,32,0,4,personal auto,personal l3,offer1,branch,345,two-door car,small
oregon,6063,no,extended,college,2/4/11,employed,m,20676,suburban,single,79,3,27,0,7,personal auto,personal l3,offer3,agent,379,four-door car,medsize
california,6827,no,basic,high school or below,1/12/11,unemployed,m,25479,suburban,single,102,5,26,0,9,corporate auto,corporate l3,offer2,agent,956,suv,medsize
washington,10620,no,basic,college,1/28/11,employed,f,35601,urban,single,69,34,15,0,2,personal auto,personal l1,offer3,branch,249,four-door car,medsize
arizona,8060,no,basic,high school or below,1/3/11,employed,m,23671,suburban,divorced,69,32,45,0,2,personal auto,personal l3,offer1,branch,331,four-door car,medsize
arizona,4468,no,basic,bachelor,1/31/11,unemployed,m,29690,suburban,single,73,7,57,3,5,personal auto,personal l3,offer3,call center,579,four-door car,medsize
california,2933,no,extended,master,1/8/11,unemployed,m,40201,suburban,married,78,22,98,0,1,personal auto,personal l3,offer1,branch,398,four-door car,medsize
oregon,3652,no,extended,high school or below,2/23/11,employed,f,39679,suburban,married,92,2,85,0,1,personal auto,personal l3,offer2,branch,641,two-door car,medsize
arizona,5181,no,basic,college,2/2/11,unemployed,f,99092,suburban,married,70,4,64,0,7,personal auto,personal l1,offer1,branch,336,four-door car,large
california,2267,no,basic,doctor,1/26/11,unemployed,m,75672,suburban,married,61,3,67,0,1,personal auto,personal l2,offer4,call center,292,four-door car,medsize
washington,2764,no,basic,high school or below,1/10/11,employed,f,33837,urban,married,72,29,54,4,1,corporate auto,corporate l2,offer1,branch,305,two-door car,medsize
oregon,4002,no,basic,high school or below,1/31/11,unemployed,m,38867,suburban,single,114,3,93,0,1,personal auto,personal l2,offer3,call center,820,suv,medsize
washington,4089,no,basic,college,2/24/11,employed,m,28506,suburban,married,104,27,37,0,1,personal auto,personal l1,offer2,agent,499,suv,small
arizona,12556,no,basic,high school or below,2/7/11,unemployed,f,12508,suburban,single,70,34,10,0,2,personal auto,personal l2,offer1,branch,504,four-door car,medsize
california,8736,no,basic,college,2/10/11,employed,f,53173,suburban,single,112,30,57,0,4,personal auto,personal l1,offer1,call center,1169,suv,medsize
california,11510,no,basic,bachelor,2/17/11,unemployed,f,66495,suburban,married,61,11,39,0,2,corporate auto,corporate l1,offer3,agent,439,four-door car,medsize
california,8954,no,basic,bachelor,1/31/11,employed,f,97736,rural,married,74,19,22,0,2,personal auto,personal l2,offer4,agent,60,four-door car,medsize
california,13046,no,basic,high school or below,1/8/11,employed,m,71024,urban,married,65,27,96,0,2,corporate auto,corporate l3,offer1,agent,266,four-door car,medsize
oregon,5817,no,basic,college,1/20/11,employed,f,86824,urban,married,72,1,76,0,3,personal auto,personal l2,offer1,call center,189,four-door car,large
arizona,9152,no,premium,high school or below,2/21/11,employed,f,60423,rural,married,114,23,44,0,9,personal auto,personal l3,offer1,call center,137,four-door car,medsize
arizona,3748,no,extended,high school or below,2/24/11,employed,m,82189,urban,divorced,94,20,17,0,1,personal auto,personal l3,offer2,web,354,two-door car,medsize
california,6756,no,extended,bachelor,1/31/11,employed,f,46879,urban,married,86,3,62,2,3,personal auto,personal l3,offer1,agent,324,four-door car,medsize
california,13104,no,basic,bachelor,1/26/11,employed,f,30130,suburban,married,110,22,12,0,2,personal auto,personal l3,offer1,call center,528,suv,small
california,13406,no,premium,bachelor,1/18/11,employed,f,25048,suburban,married,167,0,11,0,5,personal auto,personal l1,offer1,agent,801,suv,medsize
california,4794,no,basic,college,2/12/11,employed,f,70012,suburban,married,119,22,33,0,1,personal auto,personal l3,offer4,agent,755,suv,small
oregon,3123,yes,basic,bachelor,2/19/11,unemployed,m,89300,suburban,married,101,1,83,4,1,personal auto,personal l3,offer1,agent,960,suv,large
california,6545,no,extended,high school or below,1/7/11,employed,m,55366,suburban,divorced,86,11,54,2,4,personal auto,personal l1,offer3,agent,455,four-door car,medsize
oregon,2806,no,basic,doctor,2/17/11,employed,f,37009,rural,single,71,1,45,0,1,corporate auto,corporate l2,offer1,branch,145,two-door car,medsize
nevada,4953,no,basic,high school or below,2/8/11,unemployed,m,33779,suburban,married,68,11,90,0,4,personal auto,personal l1,offer3,branch,342,four-door car,small
oregon,2496,no,basic,bachelor,1/27/11,unemployed,f,43375,urban,married,67,25,32,0,1,personal auto,personal l1,offer1,call center,181,four-door car,medsize
oregon,6515,no,extended,master,2/27/11,employed,m,47259,suburban,married,81,22,54,0,5,corporate auto,corporate l2,offer1,branch,388,four-door car,medsize
oregon,4666,no,premium,bachelor,2/28/11,employed,m,60466,suburban,married,117,31,3,0,1,personal auto,personal l3,offer2,agent,784,four-door car,large
nevada,2665,no,basic,high school or below,1/9/11,medical leave,m,14315,suburban,married,71,3,16,1,1,personal auto,personal l1,offer2,branch,511,four-door car,medsize
arizona,4628,no,basic,high school or below,2/27/11,unemployed,m,83838,suburban,single,62,32,31,0,3,personal auto,personal l3,offer3,web,690,four-door car,medsize
california,4146,no,basic,high school or below,1/1/11,unemployed,f,99498,suburban,divorced,116,25,5,1,1,corporate auto,corporate l3,offer3,branch,556,suv,medsize
arizona,2886,no,basic,doctor,2/1/11,employed,m,52972,suburban,single,74,3,68,0,1,special auto,special l3,offer2,call center,355,four-door car,medsize
california,2473,no,basic,high school or below,1/30/11,disabled,m,13449,suburban,single,68,28,13,0,1,personal auto,personal l2,offer1,agent,326,four-door car,large
arizona,2369,no,basic,bachelor,1/19/11,employed,m,49746,suburban,single,61,5,88,0,1,personal auto,personal l2,offer2,call center,624,two-door car,small
california,12694,no,basic,high school or below,1/24/11,employed,f,73274,urban,married,105,6,90,0,2,corporate auto,corporate l3,offer3,branch,284,suv,medsize
oregon,2779,no,basic,doctor,1/25/11,employed,f,38893,urban,single,69,12,60,0,1,personal auto,personal l3,offer1,branch,279,two-door car,medsize
nevada,5418,no,basic,college,2/10/11,employed,f,57587,urban,divorced,68,4,83,0,7,personal auto,personal l2,offer3,agent,257,four-door car,medsize
oregon,10594,no,extended,high school or below,1/19/11,employed,m,64669,suburban,married,131,22,32,0,6,personal auto,personal l3,offer4,call center,628,sports car,small
california,8302,no,basic,master,2/27/11,employed,m,78032,urban,married,103,8,49,0,3,corporate auto,corporate l3,offer3,agent,323,suv,small
nevada,25030,no,extended,high school or below,2/19/11,employed,m,26292,suburban,married,80,1,81,2,2,personal auto,personal l3,offer3,agent,384,two-door car,medsize
oregon,4526,no,extended,bachelor,2/6/11,unemployed,m,57943,suburban,single,135,28,66,0,1,personal auto,personal l3,offer1,agent,1516,sports car,large
california,27934,no,basic,high school or below,2/17/11,employed,f,76912,rural,married,116,0,55,2,2,corporate auto,corporate l3,offer4,agent,169,sports car,medsize
nevada,5580,no,basic,master,2/16/11,employed,m,25180,urban,married,70,21,44,0,9,personal auto,personal l2,offer2,branch,235,four-door car,medsize
california,3781,no,extended,college,2/11/11,employed,m,46573,rural,married,94,26,62,0,1,personal auto,personal l3,offer3,branch,77,four-door car,medsize
california,4505,no,basic,master,1/4/11,employed,m,24790,suburban,married,113,4,39,0,1,personal auto,personal l2,offer3,agent,767,suv,small
arizona,4439,no,basic,bachelor,1/26/11,employed,m,75453,rural,married,112,6,90,0,1,special auto,special l3,offer2,web,163,suv,medsize
california,10179,yes,premium,bachelor,1/5/11,retired,f,14290,suburban,married,271,20,40,0,1,personal auto,personal l1,offer1,agent,1300,luxury suv,medsize
california,5556,no,basic,bachelor,1/30/11,medical leave,m,29120,suburban,married,72,31,77,0,3,corporate auto,corporate l3,offer1,agent,345,two-door car,medsize
california,5251,no,basic,bachelor,1/30/11,unemployed,f,67232,suburban,married,72,21,65,0,3,personal auto,personal l3,offer2,web,345,four-door car,medsize
nevada,3096,no,extended,college,2/12/11,employed,f,21604,suburban,divorced,79,14,28,0,1,personal auto,personal l3,offer1,branch,379,four-door car,medsize
california,9337,no,premium,college,2/5/11,employed,f,76381,suburban,married,116,23,33,0,4,special auto,special l2,offer3,branch,556,two-door car,small
oregon,25581,no,basic,college,1/13/11,employed,m,27961,suburban,married,72,15,64,0,2,personal auto,personal l3,offer1,agent,345,luxury car,medsize
nevada,5018,no,basic,college,1/22/11,unemployed,m,61704,suburban,divorced,68,34,68,0,4,personal auto,personal l1,offer1,agent,670,four-door car,medsize
california,5165,no,extended,master,1/25/11,disabled,f,12904,suburban,married,132,17,31,0,1,personal auto,personal l2,offer1,agent,633,two-door car,small
california,9902,no,extended,bachelor,2/10/11,unemployed,f,20136,suburban,married,133,16,58,0,8,personal auto,personal l2,offer1,call center,945,suv,medsize
california,3571,no,extended,bachelor,1/9/11,employed,f,74931,urban,divorced,89,13,16,0,1,personal auto,personal l2,offer1,agent,230,two-door car,large
california,6556,no,basic,high school or below,1/3/11,unemployed,m,55426,suburban,single,63,6,58,0,2,personal auto,personal l3,offer1,branch,453,four-door car,small
nevada,3351,no,extended,bachelor,1/17/11,employed,f,29160,suburban,single,87,25,62,0,1,personal auto,personal l3,offer2,branch,417,two-door car,medsize
arizona,6292,no,extended,bachelor,2/2/11,employed,f,26577,rural,married,79,9,40,0,7,personal auto,personal l2,offer3,agent,73,four-door car,medsize
oregon,15428,no,extended,bachelor,2/9/11,employed,f,33879,suburban,married,98,16,82,0,2,corporate auto,corporate l3,offer1,branch,470,two-door car,small
washington,3611,no,extended,college,2/21/11,employed,m,63329,suburban,divorced,92,33,87,0,1,personal auto,personal l3,offer1,web,441,four-door car,medsize
washington,5041,no,basic,bachelor,1/30/11,employed,f,36234,rural,married,63,0,44,0,5,personal auto,personal l3,offer3,web,113,four-door car,small
california,8364,no,basic,college,1/6/11,employed,m,72117,rural,married,70,1,98,0,2,personal auto,personal l2,offer4,branch,106,four-door car,medsize
california,8193,no,basic,college,2/26/11,employed,m,89219,suburban,single,73,12,9,4,2,personal auto,personal l3,offer2,branch,350,four-door car,medsize
arizona,5837,no,basic,doctor,1/10/11,employed,m,83308,suburban,married,73,3,81,1,7,personal auto,personal l2,offer3,agent,419,four-door car,medsize
arizona,5100,no,basic,high school or below,2/12/11,employed,m,41186,urban,single,70,15,29,4,3,personal auto,personal l3,offer1,agent,242,four-door car,medsize
oregon,2954,no,basic,master,1/8/11,employed,f,62461,rural,married,73,15,7,0,1,personal auto,personal l1,offer2,agent,129,four-door car,small
california,4778,no,basic,bachelor,1/21/11,unemployed,m,58156,suburban,divorced,73,8,17,2,9,personal auto,personal l3,offer2,agent,350,four-door car,medsize
oregon,15114,yes,basic,high school or below,1/19/11,medical leave,f,28513,suburban,married,100,4,22,1,2,personal auto,personal l1,offer2,call center,480,sports car,medsize
washington,4749,no,extended,bachelor,1/10/11,unemployed,f,24416,suburban,married,123,33,35,0,1,personal auto,personal l2,offer3,call center,590,suv,medsize
oregon,3726,no,basic,college,2/26/11,unemployed,f,31681,suburban,single,112,7,34,1,1,special auto,special l1,offer1,agent,806,sports car,medsize
oregon,7980,no,basic,bachelor,1/20/11,employed,m,72734,urban,married,66,7,96,0,2,personal auto,personal l3,offer4,web,195,two-door car,large
arizona,8789,no,basic,master,2/22/11,employed,f,22849,suburban,married,109,5,75,0,4,personal auto,personal l3,offer1,call center,523,sports car,medsize
washington,4529,no,basic,master,2/18/11,employed,f,65134,urban,married,112,28,48,0,1,personal auto,personal l2,offer4,branch,529,suv,small
arizona,4558,no,basic,college,2/2/11,employed,m,37709,suburban,married,116,19,39,0,1,corporate auto,corporate l2,offer2,call center,556,suv,medsize
oregon,8609,yes,basic,bachelor,1/14/11,employed,f,79090,urban,married,107,2,74,0,3,personal auto,personal l3,offer2,branch,289,suv,medsize
arizona,2231,no,basic,high school or below,1/12/11,unemployed,f,15881,suburban,married,61,26,79,1,1,personal auto,personal l3,offer1,agent,311,four-door car,small
california,7633,no,basic,high school or below,1/22/11,unemployed,f,70031,suburban,divorced,67,7,4,0,2,personal auto,personal l3,offer2,agent,445,four-door car,medsize
oregon,8842,no,basic,master,2/21/11,employed,f,42142,urban,single,112,1,8,0,3,personal auto,personal l3,offer4,branch,396,sports car,medsize
arizona,10963,yes,premium,high school or below,2/8/11,employed,m,55687,suburban,divorced,276,33,91,0,1,personal auto,personal l2,offer1,agent,1324,luxury suv,medsize
california,8835,no,basic,bachelor,1/18/11,employed,f,22373,urban,married,112,11,59,0,8,personal auto,personal l1,offer1,branch,419,suv,small
oregon,34611,yes,basic,high school or below,1/14/11,employed,f,20090,suburban,married,109,28,59,0,2,personal auto,personal l2,offer2,agent,523,sports car,medsize
arizona,23444,no,basic,college,1/26/11,employed,f,69906,urban,married,74,34,32,2,2,corporate auto,corporate l3,offer2,branch,202,four-door car,medsize
oregon,9112,no,extended,bachelor,1/14/11,unemployed,m,56678,suburban,single,90,7,21,0,2,personal auto,personal l1,offer1,agent,432,four-door car,medsize
arizona,2402,no,basic,college,2/2/11,employed,m,43246,rural,single,62,0,89,0,1,personal auto,personal l2,offer1,agent,52,four-door car,medsize
arizona,8581,no,extended,bachelor,1/18/11,medical leave,m,27689,suburban,married,239,0,72,2,1,personal auto,personal l2,offer2,web,2893,luxury suv,medsize
washington,2465,no,basic,bachelor,1/30/11,employed,f,64997,suburban,single,63,7,99,1,1,personal auto,personal l3,offer2,agent,383,four-door car,small
oregon,4311,no,basic,college,2/13/11,unemployed,m,79592,suburban,single,67,0,71,1,3,personal auto,personal l3,offer3,call center,482,four-door car,medsize
washington,3747,no,basic,college,2/10/11,unemployed,f,61834,suburban,single,107,17,81,0,1,personal auto,personal l3,offer1,call center,549,suv,medsize
arizona,22500,no,basic,college,1/14/11,unemployed,f,56758,suburban,single,71,1,23,0,2,corporate auto,corporate l2,offer4,call center,340,four-door car,medsize
california,8660,no,basic,college,2/20/11,employed,f,79674,rural,married,107,29,50,0,3,personal auto,personal l2,offer3,call center,9,four-door car,small
arizona,6630,no,basic,bachelor,1/18/11,unemployed,m,72894,urban,divorced,66,20,53,0,2,personal auto,personal l3,offer1,branch,315,four-door car,medsize
washington,2906,no,basic,high school or below,1/17/11,employed,f,45128,rural,married,72,13,34,0,1,special auto,special l2,offer4,branch,66,four-door car,medsize
arizona,5112,no,extended,college,2/28/11,employed,m,44743,suburban,divorced,137,16,55,4,1,personal auto,personal l3,offer1,branch,741,suv,small
oregon,5093,no,basic,high school or below,1/12/11,unemployed,m,85834,rural,married,71,12,55,0,3,personal auto,personal l3,offer2,call center,150,two-door car,large
washington,2705,no,extended,college,2/14/11,unemployed,m,46600,suburban,single,83,21,85,0,1,personal auto,personal l1,offer1,agent,398,four-door car,large
california,8728,no,extended,college,1/18/11,unemployed,m,58614,urban,married,124,23,30,0,7,personal auto,personal l3,offer1,branch,473,suv,small
california,7261,no,basic,bachelor,1/26/11,unemployed,m,82983,suburban,single,101,7,19,0,4,corporate auto,corporate l2,offer3,web,727,suv,medsize
